token_,count
('menu', 'peuple'),14
('proportion', 'geometrique'),13
('iustice', 'harmonique'),12
('estat', 'populaire'),10
('proportion', 'arithmetique'),8
('iustice', 'arithmetique'),8
('proportion', 'harmonique'),6
('iustice', 'geometrique'),5
('douze', 'tables'),5
('bien', 'fort'),5
('estat', 'aristocratique'),4
('gentil', 'homme'),4
('laloy', 'dieu'),4
('charges', 'honnorables'),4
('estat', 'royal'),3
('gouvernement', 'aristocratique'),3
('faire', 'loix'),3
('portion', 'harmonique'),3
('nombres', 'proportion'),3
('moindres', 'iuges'),3
('permis', 'iuges'),3
('difcretion', 'magistrats'),3
('loy', 'dieu'),3
('diminuer', 'peine'),3
('vraye', 'iustice'),3
('grands', 'seigneurs'),3
('premiere', 'fois'),3
('pur', 'ciuil'),3
('menus', 'offices'),3
