word,count
báquet,1
aduerti,1
fefiftfeigneur,1
tesfois,1
deleur,1
preur,1
liberalité,1
lecerre,1
couftoyent,1
craflus,1
ds,1
cadaftres,1
quelq,1
remberg,1
portugalois,1
region,1
ache,1
fible,1
aprins,1
larequeíte,1
vinsans,1
cícript,1
mincion,1
verroit,1
neces,1
reiglegenerale,1
prefqueautres,1
feichent,1
vnc,1
bänis,1
toutela,1
ocil,1
plei,1
rans,1
fiege,1
herpin,1
-&,1
fitoute,1
infideles,1
coftél,1
doquesladi,1
ucl,1
fubie,1
debiens,1
choſes,1
perfonneiufques,1
pastoufiours,1
he,1
nozpruneaux,1
cinquantebillon,1
cit,1
feigneurie,1
cét,1
cóful,1
ilfetrouua,1
pourueut,1
foif,1
feigneur,1
€&,1
cafite,1
entreautresil,1
ceu,1
peries,1
doncle,1
lefer,1
ripuaires,1
lréau,1
leb,1
adiugeaft,1
gafcogne,1
arempli,1
commeiemonftreray,1
cefar,1
depouille,1
difference,1
fiftaucune,1
ictrouuequela,1
richefle,1
àfoifon,1
loyent,1
payaqu,1
impofts,1
moneta,1
falfifier,1
marchandife,1
ouir,1
pourtraitz,1
comm,1
cotre,1
mme,1
pezoit,1
ainfi,1
metal,1
neur,1
euefques,1
eto,1
pauurcindigent,1
vfance,1
brouages,1
alimagne,1
boureliers,1
afsie,1
retrenc,1
egypte,1
ilafoiblit,1
decouperofe,1
grandeapparence,1
ble,1
enche,1
fauffaire,1
quetelles,1
iouir,1
voyanttoutle,1
caftilian,1
rienpourrecrouuer,1
fueilleter,1
chartez,1
sileftoit,1
deguarend,1
monítré,1
auignon,1
toulou,1
danemarch,1
cinquiefmes,1
argets,1
atrique,1
queicdien,1
aduient,1
vlc,1
galice,1
paffe,1
ciens,1
figne,1
mefmes,1
meímes,1
voudroyét,1
refque,1
refuferent,1
quifoitau,1
cymentroyal,1
feize,1
fubicét,1
faides,1
gatins,1
rofette,1
quc,1
mefprend,1
ſecond,1
feruitude,1
bres,1
epiceries,1
monſieur,1
afoiblitla,1
cefoit,1
eordonance,1
fübiects,1
roigneurs,1
decuiure,1
efte,1
septen,1
credit,1
deloy,1
fiziefme,1
degans,1
dutraite,1
ger,1
arroufe,1
efcorner,1
cometefmoigne,1
quatriefme,1
neu,1
pref,1
és,1
uctelles,1
quitez,1
fu,1
vyn,1
laliure,1
defendues,1
recouuert,1
cetouchoit,1
cognoiflroit,1
nyau,1
puiflan,1
cloux,1
faireletour,1
troye,1
cftoyent,1
liue,1
ípargne,1
champaigne,1
lestableaux,1
aportee,1
pouure,1
chaffeaux,1
loix,1
regiſtres,1
ràte,1
defenfe,1
lycurgueapres,1
preftent,1
fette,1
fortables,1
eftil,1
milcinq,1
ritanie,1
fure,1
ofaatenter,1
midy,1
metz,1
lres,1
ayían,1
iean,1
quifutautéps,1
íept,1
queftion,1
aulne,1
eaues,1
doibteftrele,1
bla,1
feruiteurs,1
seuille,1
republiquesen,1
neátmoins,1
maleitroit,1
venulebó,1
defaillant,1
detout,1
fein,1
feparemet,1
ayans,1
nel,1
monoycurs,1
depart,1
deruiffeaux,1
aportéen,1
indes,1
richefles,1
chartee,1
arr,1
apercoyuc,1
fept,1
doublerefponfe,1
paralogifme,1
efcriptau,1
ducats,1
peintu,1
pourions,1
troif,1
fubfide,1
rant,1
frácois,1
uant,1
ap,1
chofes,1
pof,1
afaire,1
quela,1
pasátoutes,1
noftremônoye,1
monnoyeelt,1
flammations,1
natouchéaucunen,1
vnecoupe,1
ouurirons,1
frác,1
tite,1
ſoixante,1
candace,1
ronne,1
eftranger,1
tiroit,1
vautle,1
auecluy,1
agde,1
encher,1
auiourdhuy,1
parcílcux,1
comeinfettes,1
mefemble,1
payás,1
luftinian,1
montét,1
drufe,1
fafräs,1
renduleverre,1
ſon,1
quiaduint,1
depline,1
devo,1
duroy,1
debois,1
feptans,1
maifon,1
efc,1
aifee,1
onc,1
leuant,1
paslebillon,1
blévin,1
laiffant,1
charons,1
marcs,1
defendét,1
iuftice,1
veuillét,1
abondáce,1
riuieres,1
ftez,1
feruent,1
grofles,1
charles,1
reduite,1
voye,1
doc,1
herodote,1
fuc,1
peutfalfifier,1
derenteil,1
cognoiffance,1
puifables,1
déc,1
aduocat,1
hauffee,1
vaif,1
egaler,1
rogéle,1
harens,1
caratz,1
lombars,1
bos,1
aiſe,1
rement,1
defquelles,1
efté,1
decou,1
uotion,1
ufsi,1
monnoyc,1
deuant,1
lefquels,1
ferois,1
pefoit,1
executer,1
excefsif,1
oeuure,1
encherir,1
ielaiffe,1
ceftefin,1
foufrir,1
verita,1
frian,1
maiflres,1
sici,1
amys,1
timocrate,1
verifier,1
quevint,1
chapós,1
viures,1
prouuoir,1
plaifans,1
apian,1
ourtefte,1
iade,1
preuuerlls,1
alemans,1
auuergnaz,1
touts,1
defonteine,1
at,1
vns,1
cefsions,1
mônoye,1
miliars,1
ilyafoixanteans,1
efre,1
debuoirs,1
oc,1
fecours,1
of,1
obuier,1
atrois,1
excefsifs,1
voituriers,1
beure,1
ee,1
àcinq,1
chäpaigne,1
rabatuc,1
seruius,1
el,1
response,1
chere,1
defaligue,1
venize,1
iufquesà,1
foufre,1
nis,1
chafferoit,1
mailtres,1
ambaffadeur,1
marchans,1
vrayfemblable,1
etnepuis,1
qbvn,1
vfent,1
quaft,1
courtizás,1
pointz,1
vnelourde,1
henriz,1
pournoz,1
voyos,1
vidoire,1
echarceme,1
liures,1
uéhommequia,1
tins,1
confumé,1
degorgent,1
efcor,1
oncques,1
fuft,1
abondét,1
eflráger,1
fonc,1
coufteaux,1
tefmoing,1
parauátelle,1
diminuaftla,1
ons,1
nebaille,1
so,1
pauurce,1
ioüier,1
prédre,1
foyent,1
pezera,1
catdie,1
renaiftre,1
vaifleaux,1
gout,1
ouuerte,1
trem,1
pretieufes,1
florentins,1
fache,1
méce,1
florence,1
appellans,1
ferrent,1
eltre,1
piedou,1
lefranc,1
dechet,1
noye,1
lesaluns,1
meímemét,1
fien,1
loüoitfans,1
artifans,1
uos,1
arcadius,1
rabaiflant,1
rb,1
francois,1
peuftrien,1
legrand,1
defirerois,1
auonstous,1
fcauoyent,1
elt,1
vfage,1
aimeroyent,1
crar,1
raifonnable,1
lepaffage,1
cepays,1
s,1
decouuert,1
dequoy,1
eraii,1
det,1
viureen,1
nois,1
gaing,1
ef,1
rohif,1
beftes,1
demy,1
fei,1
oreft,1
queletemps,1
precieufes,1
lranger,1
hirrius,1
qla,1
victen,1
indie,1
efpefles,1
ent,1
decri,1
arrachát,1
vnegrace,1
pe,1
fus,1
às,1
fuif,1
euangi,1
delis,1
cuyure,1
fcauroit,1
mau,1
galen,1
neles,1
cree,1
cauſé,1
país,1
tenat,1
censans,1
ga,1
tellem,1
varieté,1
fanfues,1
acord,1
cequela,1
deshonneur,1
frias,1
hures,1
ileft,1
chaftelet,1
ue,1
quevne,1
quia,1
quin,1
encherifsét,1
fafran,1
pofer,1
attendrela,1
retrécher,1
urent,1
mefmeraifon,1
rel,1
iourd,1
enaaufsi,1
luculle,1
fecod,1
neleregette,1
aprouué,1
artifan,1
argentfin,1
vn,1
syluius,1
ioyau,1
appelloit,1
creanciers,1
frace,1
hériz,1
humoit,1
afoixanteans,1
desterresen,1
falé,1
cla,1
caren,1
orny,1
autreoccafion,1
medira,1
moii,1
arrefter,1
merueilleux,1
degatz,1
viellir,1
deuerion,1
daciers,1
qt,1
toutesfoison,1
naples,1
epuizéten,1
vrayfem,1
cheueu,1
valer,1
manierede,1
bafti,1
aporta,1
roigneur,1
prefque,1
faure,1
mangeroitla,1
dante,1
damaf,1
der,1
cultiue,1
proces,1
aduienent,1
piece,1
ordonances,1
mede,1
mefmealoy,1
fols,1
larequefte,1
pauurene,1
plaiſir,1
pri,1
lement,1
ftoyent,1
enuyi,1
oceane,1
foubs,1
dechofes,1
ournee,1
galte,1
ciui,1
auoir,1
maintenàt,1
richeffe,1
ray,1
pasiuger,1
confumét,1
may,1
mefimes,1
couftumed,1
plai,1
arragon,1
carauáne,1
euffent,1
orleans,1
decriantles,1
moftré,1
vfade,1
hiſtoires,1
biés,1
pluftoft,1
raualla,1
bills,1
nc,1
íoit,1
xaintonge,1
laiffeà,1
vneobie,1
lendes,1
eftrecreu,1
raporteà,1
etrouua,1
fieure,1
quoy,1
commeeftl,1
ciennes,1
reraon,1
print,1
filan,1
cheffes,1
aporter,1
feche,1
baille,1
folde,1
lefeftier,1
perir,1
prefent,1
xvirr,1
confeillé,1
pezetrois,1
bruflé,1
biéil,1
môfieur,1
onas,1
cheual,1
artiſans,1
íonnes,1
parangonné,1
po,1
ji,1
valoit,1
prouerbe,1
fçauez,1
pa,1
cef,1
neceffaires,1
vfuriers,1
fuflent,1
galité,1
uaree,1
anciénement,1
bouríe,1
emyl,1
laloy,1
monftrébel,1
pasla,1
efpai,1
feraportent,1
veni,1
aifement,1
horsmis,1
diroit,1
rié,1
ansapres,1
pafferay,1
michell,1
equalité,1
ferot,1
bles,1
boutbon,1
decetemps,1
craffus,1
aluarez,1
quelóg,1
gaignent,1
cynabre,1
fair,1
chäcelier,1
faifant,1
effay,1
pauure,1
croyans,1
inepuifables,1
trencher,1
den,1
leconté,1
",&",1
tefte,1
ordinaireeft,1
trouuerons,1
mouli,1
pourrefiouir,1
cu,1
quat,1
fçauroit,1
detellemonoye,1
ícaux,1
acableroit,1
paſer,1
mef,1
afoiblie,1
timation,1
particulieres,1
uenuz,1
voi,1
mefpris,1
eftimee,1
:&,1
censtalens,1
irure,1
feul,1
stre,1
aniou,1
exem,1
sms,1
vigneros,1
latroifiefme,1
-.,1
ceróyaume,1
aimét,1
gaiac,1
leiochin,1
detou,1
onme,1
venetiens,1
reuient,1
prifec,1
rarit,1
voittoutes,1
ferdinád,1
fçauoir,1
alma,1
vings,1
falfificatore,1
afles,1
guyen,1
ocea,1
dequantitédeblé,1
tou,1
dependant,1
desexces,1
folus,1
monoyeurs,1
aye,1
ofcius,1
lerichevoyant,1
cfgaléla,1
cult,1
eftant,1
leroy,1
quaráteou,1
todu,1
delabeur,1
ge,1
romaigne,1
laterre,1
raine,1
foufrirvnetelle,1
eglize,1
dy,1
mefme,1
malai,1
nefont,1
portele,1
propt,1
aflafiné,1
confiderable,1
merueilleufe,1
prefquestous,1
plefe,1
ceftoit,1
————————,1
detail,1
nobleffe,1
baronnies,1
mauuaife,1
liquefiees,1
couftaffent,1
vo,1
oreftil,1
vfe,1
sé,1
quelqueedict,1
poyet,1
xv,1
monoye,1
cequia,1
necouftoit,1
eftudiet,1
ayfees,1
fecond,1
grads,1
fétoit,1
vi,1
voudroit,1
yn,1
xxv,1
paflant,1
toutainfi,1
ure,1
fepticíme,1
efclaue,1
mouelle,1
sarafins,1
ny,1
fale,1
íouz,1
conuenableaux,1
efp,1
ameinefes,1
meilleuresterres,1
poiflon,1
foibles,1
annee,1
muale,1
ayàt,1
agreables,1
icellevn,1
degoufté,1
angelotz,1
ref,1
vneterre,1
faudroit,1
foy,1
veid,1
touftours,1
anciés,1
