token_,count
('faux', 'monnoyeurs'),4
('tombe', 'chois'),4
('gouuer', 'né'),4
('ligne', 'directe'),4
('age', 'politique'),3
('voleurs', 'pirates'),3
('feu', 'reté'),3
('vertuz', 'morales'),3
('habi', 'rans'),3
('maintenir', 'fanté'),3
('clair', 'net'),3
('vertus', 'morales'),3
('lumiere', 'diuine'),3
('plaifirs', 'delices'),3
('cantons', 'suiffe'),3
('paul', 'ioue'),3
('impoffible', 'incompatible'),3
('im', 'pofts'),3
('difcre', 'tion'),3
('sei', 'gneurs'),3
('condi', 'tion'),3
('ic', 'fuis'),3
('beu', 'vin'),3
('repudier', 'femme'),3
('procuration', 'fpeciale'),3
('ef', 'claues'),3
('estroi', 'tement'),3
('enquerir', 'verité'),3
('hiftoires', 'greques'),3
('greques', 'latines'),3
('efcla', 'ues'),3
('mestier', 'gaigner'),3
('pre', 'fumer'),3
('vou', 'lant'),3
('iuf', 'ues'),3
('antonin', 'piteux'),3
('naples', 'desicile'),3
('scipion', 'african'),3
('na', 'turel'),3
('vain', 'cus'),3
('ia', 'coit'),3
('louisle', 'piteux'),3
('li', 'berté'),3
('abbé', 'palerme'),3
('fansle', 'confentement'),3
('priuilege', 'fpecial'),3
('doux', 'ployables'),3
('fideles', 'loyaux'),3
('ap', 'pelloit'),3
('afran', 'chis'),3
('fouuc', 'raine'),3
('gene', 'ral'),3
('faux', 'bourgs'),3
('bour', 'gcois'),3
('colonies', 'romaines'),3
('defaux', 'contumaces'),3
('bourgeoisie', 'romaine'),3
('donc', 'conclurre'),3
('traitant', 'alliance'),3
('cornelius', 'balbus'),3
('fer', 'uice'),3
('prote', 'tio'),3
('herauts', 'armes'),3
('difpofer', 'testament'),3
('gen', 'tils'),3
('nota', 'ble'),3
('fei', 'neur'),3
('pre', 'rogatiue'),3
('eau', 'froide'),3
('cantons', 'protestans'),3
('voix', 'dcliberatiue'),3
('prime', 'face'),3
('tite', 'live'),3
('rece', 'uoir'),3
('li', 'gues'),3
('accouftu', 'mé'),3
('cognoi', 'ftre'),3
('fuc', 'ceffeur'),3
('archi', 'duc'),3
('be', 'foin'),3
('fouuc', 'rains'),3
('ports', 'paffages'),3
('desau', 'tres'),3
('gennes', 'florence'),3
('capi', 'taine'),3
('danger', 'cuident'),3
('marquis', 'pefquierre'),3
('iurifcon', 'fultes'),3
('puiffante', 'armee'),3
('ambaf', 'fadeur'),3
('bifayeul', 'cestui'),3
('cestui', 'ci'),3
('comte', 'valentin'),3
('bataille', 'rangee'),3
('of', 'ficier'),3
('papirius', 'curfor'),3
('diéta', 'teur'),3
('fçait', 'aflez'),3
('proche', 'parent'),3
('peines', 'portees'),3
('cheua', 'liers'),3
('fim', 'plement'),3
('obli', 'gation'),3
('angleterre', 'hibernie'),3
('thomasle', 'more'),3
('pre', 'iudice'),3
('droits', 'regales'),3
('regiftre', 'vatican'),3
('acte', 'daté'),3
('ele', 'eurs'),3
('orilestbien', 'certain'),3
('comte', 'palatin'),3
('ge', 'neral'),3
('fuc', 'ceffeurs'),3
('affai', 'res'),3
('vicomte', 'milan'),3
('expreflément', 'defendu'),3
('ve', 'nize'),3
('dignes', 'perfonnages'),3
('publi', 'ques'),3
('voulut', 'preferer'),3
('maniemét', 'affaires'),3
('reuoqué', 'doubte'),3
('uons', 'monstré'),3
('denys', 'halycarnas'),3
('generales', 'particulieres'),3
('fim', 'ple'),3
('feste', 'pompee'),3
('of', 'fice'),3
('crime', 'deleze'),3
('fabius', 'max'),3
('enne', 'mi'),3
('liuius', 'furnommé'),3
('principaux', 'points'),3
('maximus', 'tyrius'),3
('lacede', 'mone'),3
('prouinces', 'gouuernemens'),3
('arifto', 'cratie'),3
('sang', 'hercules'),3
('gouuerné', 'populairement'),3
('tien', 'nent'),3
('duchez', 'marquifats'),3
('marquifats', 'comtez'),3
('ale', 'xandre'),3
('aflyriens', 'medois'),3
('per', 'fonnages'),3
('verifier', 'cecy'),3
('fou', 'ucrain'),3
('ba', 'taille'),3
('mandement', 'fpecial'),3
('rui', 'ner'),3
('celas', 'entend'),3
('pu', 'blic'),3
('iustes', 'royautez'),3
('ariftocra', 'tie'),3
('demeu', 'rent'),3
('iuges', 'criminels'),3
('prin', 'cipales'),3
('gouuer', 'nement'),3
('furnomméle', 'fage'),3
('beaux', 'exploits'),3
('populaires', 'riftocratiques'),3
('traian', 'adrian'),3
('fei', 'gneurie'),3
('mois', 'nouembre'),3
('tire', 'apresfoy'),3
('magi', 'ftrats'),3
('mer', 'mediterranee'),3
('places', 'fortifiables'),3
('lieute', 'nans'),3
('vou', 'loit'),3
('offices', 'perpetucls'),3
('dif', 'ference'),3
('tendant', 'fin'),3
('tirer', 'confequence'),3
('prin', 'cipalement'),3
('con', 'ful'),3
('pu', 'nition'),3
('meflez', 'enfemble'),3
('mef', 'chans'),3
('reuoquec', 'doubte'),3
('he', 'ritiers'),3
('hon', 'neurs'),3
('prefidens', 'conseillers'),3
('laiz', 'testamentaires'),3
('col', 'leges'),3
('io', 'andr'),3
