token_,count
('', 'mv', 'sr'),3
('mv', 'sr', ''),3
('', 'lors', 'soleil'),3
('', 'hyuer', ''),3
('droi', '', ''),3
('minutes', '', 'vingt'),3
('', 'trois', 'minutes'),3
('ombre', 'terre', ''),3
('', 'z', ''),3
('', 'iufques', ''),3
('', 'quelques', ''),3
('comment', '', 'faire'),3
('', '', 'defia'),3
('', 'el', ''),3
('pource', '', ''),3
('', '', 'faut'),3
('', 'nt', ''),3
('', '', 'cefte'),3
('', 'dy', ''),3
('dy', '', 'moy'),3
('', 'choses', ''),3
('là', '', ''),3
('', '', 'pourquoy'),3
('pourquoy', 'hebreux', ''),3
('hebreux', '', 'appellent'),3
('', '', 'retire'),3
('routes', '', 'fois'),3
('', 'animaux', ''),3
('veu', '', ''),3
('', 'té', ''),3
('', '', 'non'),3
('', 'platon', ''),3
('', 'gauche', ''),3
('', 'aquilon', ''),3
('aquilon', '', ''),3
('', 'deuant', ''),3
