token_,count,p-value,obs/exp
hebrieux,113,0.022881289206531232,1.3503147919690532
maiftre,113,0.022881289206531232,1.3503147919690532
profit,112,0.031836853821496196,1.3150891887002956
quine,112,0.02232936044117583,1.3503147919690535
my,112,0.031836853821496196,1.3150891887002956
do,112,0.0443046018491896,1.2926090316284955
eftans,112,0.02232936044117583,1.3503147919690535
at,111,0.09055303141569787,1.2185767634842677
da,110,0.03618924396536281,1.3144657266955386
àla,110,0.02552499166165639,1.338149793843206
voyant,110,0.06768280792904323,1.24819014383694
mef,110,0.021234301919013775,1.3503147919690532
cóme,110,0.021234301919013775,1.3503147919690532
fcauoir,109,0.024918520434913168,1.3503147919690532
cho,109,0.024918520434913168,1.3503147919690532
lumiere,109,0.024918520434913168,1.3503147919690532
gramme,109,0.03545079857363649,1.3141456457555967
fair,109,0.024918520434913168,1.3503147919690532
xx,108,0.029145749385376243,1.33792658286842
prefent,108,0.024314717198561365,1.3503147919690532
general,108,0.024314717198561365,1.3503147919690532
fol,108,0.041085948971211546,1.3020892636844443
he,107,0.023713730264396965,1.3503147919690535
auf,107,0.023713730264396965,1.3503147919690535
có,107,0.023713730264396965,1.3503147919690535
felon,107,0.023713730264396965,1.3503147919690535
populaires,106,0.03324183383614696,1.3253089624881447
aduient,106,0.02781183931698012,1.3503147919690532
edits,106,0.02781183931698012,1.3503147919690532
diuine,105,0.027148325744513084,1.3503147919690535
pauures,105,0.027148325744513084,1.3503147919690535
fept,105,0.027148325744513084,1.3503147919690535
oit,105,0.027148325744513084,1.3503147919690535
voulut,105,0.03867200864355909,1.3128060477476906
feigneur,105,0.027148325744513084,1.3503147919690535
auantage,105,0.027148325744513084,1.3503147919690535
tousles,104,0.02648732187723327,1.3503147919690532
caril,104,0.02648732187723327,1.3503147919690532
pareil,103,0.08168611556016916,1.241807353328683
ec,103,0.031045588420584903,1.3373309958924278
aucunement,103,0.025828995660055434,1.3503147919690532
feule,102,0.03031708852733445,1.3503147919690532
onques,102,0.03031708852733445,1.3503147919690532
al,102,0.08054834135185575,1.2408298088364276
efpaigne,102,0.03031708852733445,1.3503147919690532
us,101,0.04990641225124184,1.2988742284654704
lu,101,0.05862837990494212,1.2866206980082489
minute,101,0.029590669173679158,1.3503147919690535
dy,101,0.029590669173679158,1.3503147919690535
plutarque,100,0.057605239670819174,1.2860140875895747
parla,100,0.04895499815299186,1.2983796076625511
ent,100,0.028866513508528403,1.3503147919690532
ls,100,0.04133117292748996,1.3109852349214108
froid,100,0.057605239670819174,1.2860140875895747
accident,99,0.06625572244530091,1.273153946713679
ena,99,0.028144811145979103,1.3503147919690532
attendu,99,0.04045453548609624,1.323575885197389
puiffe,99,0.028144811145979103,1.3503147919690532
requefte,99,0.028144811145979103,1.3503147919690532
fimple,99,0.028144811145979103,1.3503147919690532
liure,99,0.028144811145979103,1.3503147919690532
colleges,99,0.028144811145979103,1.3503147919690532
mari,98,0.03306377229669713,1.3366752486158304
chofes,98,0.03306377229669713,1.3503147919690532
aduis,97,0.03226789456365643,1.3503147919690535
be,97,0.04609257110180003,1.3098053482099816
plufpart,97,0.03226789456365643,1.3503147919690535
mauuais,96,0.03147392245534447,1.3503147919690532
ui,96,0.03147392245534447,1.3503147919690532
it,96,0.053483392211652145,1.296302200290291
hommage,96,0.053483392211652145,1.296302200290291
cit,95,0.03068206921911526,1.3503147919690532
iu,95,0.03068206921911526,1.3503147919690532
occafion,95,0.03068206921911526,1.3503147919690532
couftumes,95,0.03068206921911526,1.3503147919690532
nobleffe,95,0.03068206921911526,1.3503147919690532
appellé,94,0.06071368959435956,1.2821170752029394
pourle,94,0.036077746465903185,1.3503147919690535
fu,94,0.0712155427570134,1.26929590445091
befoin,94,0.036077746465903185,1.3503147919690535
fuffent,94,0.036077746465903185,1.3503147919690535
grece,93,0.03520507073144829,1.3503147919690535
euffent,93,0.03520507073144829,1.3503147919690535
refte,92,0.03433379969968708,1.3503147919690532
faite,92,0.04130471323658736,1.3357952780769131
poids,92,0.08044945544182691,1.2676424577668663
dir,91,0.04034630044864771,1.3356374572737375
trouua,91,0.03346417200123734,1.3503147919690532
afrique,91,0.05733828280990811,1.2934594323071984
proces,91,0.03346417200123734,1.3503147919690532
faudroit,91,0.04034630044864771,1.3356374572737375
raifons,91,0.03346417200123734,1.3503147919690532
college,91,0.03346417200123734,1.3503147919690532
plaifir,90,0.03938811594402888,1.350314791969053
monftrer,90,0.03938811594402888,1.350314791969053
arbre,90,0.0664009758815126,1.2792455923917347
difent,89,0.0384304002687452,1.3503147919690535
defquels,89,0.0384304002687452,1.3503147919690535
cieux,89,0.08937709215313644,1.2518543383879763
orient,89,0.0384304002687452,1.3503147919690535
tue,89,0.055069362719894446,1.3062827878831058
oy,88,0.0374734061569775,1.3503147919690532
metaux,88,0.0374734061569775,1.3503147919690532
és,87,0.06272969751940831,1.2909602956187654
cít,87,0.0365173990176461,1.3503147919690535
iuge,87,0.0365173990176461,1.3503147919690535
age,87,0.0365173990176461,1.3503147919690535
athenes,87,0.0440793096491344,1.3349703056966777
chaud,87,0.052787091523186065,1.3199706393405355
faifant,87,0.0365173990176461,1.3503147919690535
ae,86,0.043027743991786896,1.3503147919690532
trouué,86,0.043027743991786896,1.3503147919690532
uoir,86,0.043027743991786896,1.3503147919690532
entendu,86,0.06149510468651964,1.3047985630262764
fuit,86,0.07267255442613199,1.290300801214873
grád,86,0.043027743991786896,1.3503147919690532
almaigne,86,0.043027743991786896,1.3503147919690532
sorciere,85,0.04197570713003228,1.3503147919690535
cu,85,0.05049303869310729,1.319273072613443
cognoiftre,85,0.04197570713003228,1.3503147919690535
ure,85,0.04197570713003228,1.3503147919690535
ft,85,0.05049303869310729,1.3346134571787154
nt,85,0.04197570713003228,1.3503147919690535
allez,85,0.05049303869310729,1.319273072613443
mefchans,84,0.04092347614561995,1.3503147919690532
crainte,84,0.09635179814530083,1.2464444233560492
elt,84,0.04092347614561995,1.3503147919690532
voila,84,0.04092347614561995,1.3503147919690532
eftrangers,84,0.04092347614561995,1.3503147919690532
aristocratique,84,0.04934214578308875,1.334428735592947
celestes,83,0.03987134388419104,1.3503147919690535
is,83,0.06867929120204298,1.3032107875980399
cftoit,83,0.03987134388419104,1.3503147919690535
àl,83,0.03987134388419104,1.3503147919690535
z,83,0.06867929120204298,1.2882313532578324
armee,83,0.03987134388419104,1.3503147919690535
venize,83,0.03987134388419104,1.3503147919690535
edit,83,0.03987134388419104,1.3503147919690535
commeil,82,0.04703386497758093,1.3503147919690532
k,82,0.04703386497758093,1.3503147919690532
aufquels,82,0.04703386497758093,1.3503147919690532
midy,82,0.06733331972512584,1.302656622840734
quafi,81,0.04587702274533948,1.3503147919690535
fages,80,0.044718773245775896,1.3503147919690532
defendu,80,0.044718773245775896,1.3503147919690532
mefmement,80,0.044718773245775896,1.3503147919690532
feroyent,80,0.044718773245775896,1.3503147919690532
traitez,80,0.06461987069778845,1.3173802848478566
image,79,0.08880476877828615,1.2699389114947048
ciceron,79,0.05271903892303575,1.3503147919690532
defquelles,79,0.05271903892303575,1.3503147919690532
arreft,79,0.05271903892303575,1.3503147919690532
fent,79,0.05271903892303575,1.3503147919690532
publique,79,0.07525436489041479,1.285239380307894
maisil,78,0.05144882858374393,1.3503147919690532
difant,78,0.05144882858374393,1.3503147919690532
demons,77,0.050175296583774044,1.3503147919690532
femblables,77,0.050175296583774044,1.3503147919690532
fonc,77,0.07230916649301099,1.3161296073622417
faueur,77,0.050175296583774044,1.3503147919690532
leu,77,0.08569470995836295,1.2836325800199644
septentrion,77,0.060498534003689784,1.333003063866886
elements,77,0.050175296583774044,1.3503147919690532
malle,77,0.060498534003689784,1.333003063866886
auant,77,0.050175296583774044,1.3503147919690532
nu,76,0.08412006563977746,1.2827990523706005
affin,76,0.04889876248727046,1.3503147919690532
ray,76,0.09908053787889665,1.266962027032692
puiffance,76,0.04889876248727046,1.3503147919690532
ges,75,0.09741839561954882,1.2659201174709873
effe,75,0.05771933704734745,1.3503147919690532
fion,75,0.05771933704734745,1.3503147919690532
faux,75,0.05771933704734745,1.3503147919690532
tn,74,0.05632101176785031,1.3503147919690532
aucc,74,0.05632101176785031,1.3503147919690532
infinie,74,0.08093163744022282,1.2977051247494797
tefte,74,0.05632101176785031,1.3503147919690532
douce,74,0.05632101176785031,1.3503147919690532
viure,73,0.05491726567247078,1.3503147919690532
aduint,73,0.05491726567247078,1.3503147919690532
ami,73,0.09404420787218012,1.2801685690096218
senateurs,73,0.05491726567247078,1.3503147919690532
efclaue,73,0.05491726567247078,1.3503147919690532
tantoft,72,0.05350843069916404,1.3503147919690532
grain,72,0.06478005352045446,1.3318173290653676
publiques,72,0.09233198066018591,1.2792455923917345
fila,72,0.05350843069916404,1.3503147919690532
peres,72,0.06478005352045446,1.3318173290653676
trouuer,72,0.05350843069916404,1.3503147919690532
cftre,71,0.06324722276168519,1.3503147919690532
enla,71,0.06324722276168519,1.3503147919690532
auff,71,0.06324722276168519,1.3503147919690532
rc,70,0.06170594893338028,1.3503147919690532
ofter,70,0.06170594893338028,1.3503147919690532
autát,70,0.06170594893338028,1.3503147919690532
feigneurie,70,0.06170594893338028,1.3503147919690532
eftle,69,0.060156530248181524,1.3503147919690532
lay,69,0.08709397859891145,1.312277755575559
téps,69,0.060156530248181524,1.3503147919690532
th,69,0.060156530248181524,1.3503147919690532
efprit,69,0.060156530248181524,1.3503147919690532
sorcieres,68,0.05859929833972053,1.3503147919690532
ain,68,0.05859929833972053,1.3503147919690532
fem,68,0.05859929833972053,1.3503147919690532
merite,68,0.05859929833972053,1.3503147919690532
mr,68,0.05859929833972053,1.3503147919690532
fel,68,0.05859929833972053,1.3503147919690532
hiftoire,67,0.06936891835199235,1.3503147919690535
experience,67,0.06936891835199235,1.3503147919690535
veritable,67,0.06936891835199235,1.3503147919690535
aufsi,67,0.06936891835199235,1.3503147919690535
foixante,67,0.06936891835199235,1.3503147919690535
diametre,67,0.06936891835199235,1.3503147919690535
quin,66,0.08170347782296843,1.310599651028787
frere,66,0.08170347782296843,1.310599651028787
faudra,66,0.06766774891787114,1.350314791969053
receuoir,66,0.06766774891787114,1.350314791969053
roturier,66,0.08170347782296843,1.3301608398501124
definition,65,0.06595489986682966,1.3503147919690535
neceffaire,65,0.06595489986682966,1.3503147919690535
dequoy,65,0.06595489986682966,1.3503147919690535
pr,65,0.06595489986682966,1.3503147919690535
rs,65,0.07987285211821843,1.329855476939219
ferment,65,0.06595489986682966,1.3503147919690535
fignifie,64,0.0642306811820894,1.3503147919690535
ts,64,0.0642306811820894,1.3503147919690535
dece,64,0.078025456565582,1.3295407182464525
ceftuy,64,0.0642306811820894,1.3503147919690535
fo,64,0.09379108166232301,1.3093961619093848
eglife,64,0.0642306811820894,1.3503147919690535
conful,64,0.0642306811820894,1.3503147919690535
ainf,64,0.0642306811820894,1.3503147919690535
priuileges,64,0.0642306811820894,1.3503147919690535
iuste,64,0.0642306811820894,1.3503147919690535
ij,63,0.07616141657286979,1.3503147919690535
ele,63,0.07616141657286979,1.3503147919690535
cen,63,0.09182050675430614,1.3087666445238517
cout,63,0.07616141657286979,1.329216123344537
neant,63,0.07616141657286979,1.329216123344537
ps,63,0.07616141657286979,1.3503147919690535
perdu,63,0.07616141657286979,1.329216123344537
hiftoires,63,0.07616141657286979,1.3503147919690535
fage,63,0.07616141657286979,1.3503147919690535
iaçoit,63,0.07616141657286979,1.3503147919690535
mariage,63,0.07616141657286979,1.329216123344537
quád,63,0.07616141657286979,1.3503147919690535
noy,63,0.07616141657286979,1.3503147919690535
puiflance,62,0.07428089588766958,1.3503147919690532
cs,62,0.07428089588766958,1.3503147919690532
foient,62,0.07428089588766958,1.3503147919690532
dic,62,0.07428089588766958,1.3503147919690532
cat,62,0.08982765870142279,1.3081174547200205
ti,62,0.08982765870142279,1.3288812238425605
vfer,62,0.07428089588766958,1.3503147919690532
vapeur,62,0.07428089588766958,1.3503147919690532
tref,62,0.07428089588766958,1.3503147919690532
iln,61,0.07238410085843137,1.3503147919690532
nefe,61,0.07238410085843137,1.3503147919690532
our,61,0.08781246338808785,1.3285355211308427
prouinces,61,0.07238410085843137,1.3503147919690532
ff,61,0.07238410085843137,1.3503147919690532
noir,60,0.08577487960554211,1.3281784839039867
foudain,60,0.07047128488910888,1.3503147919690532
extreme,60,0.07047128488910888,1.3503147919690532
yn,60,0.07047128488910888,1.3503147919690532
vaut,60,0.08577487960554211,1.3281784839039867
egypte,60,0.07047128488910888,1.3503147919690532
faifoyent,60,0.07047128488910888,1.3503147919690532
ioint,60,0.07047128488910888,1.3503147919690532
eftar,59,0.08371490344753478,1.3503147919690532
peuft,59,0.08371490344753478,1.3503147919690532
memoire,59,0.08371490344753478,1.3503147919690532
efte,59,0.08371490344753478,1.3503147919690532
entreles,58,0.08163257320425503,1.3503147919690535
fr,58,0.08163257320425503,1.3503147919690535
efpeces,58,0.08163257320425503,1.3503147919690535
dicu,58,0.08163257320425503,1.3503147919690535
femence,57,0.07952797505679007,1.3503147919690532
feruir,57,0.07952797505679007,1.3503147919690532
cf,57,0.07952797505679007,1.3503147919690532
toft,57,0.07952797505679007,1.3503147919690532
mc,57,0.07952797505679007,1.3503147919690532
cefar,57,0.07952797505679007,1.3503147919690532
doux,57,0.07952797505679007,1.3503147919690532
orbe,57,0.07952797505679007,1.3503147919690532
diét,56,0.09441616299176366,1.3266250587766137
occident,56,0.09441616299176366,1.3266250587766137
maifons,56,0.07740124924161998,1.3503147919690535
cheual,56,0.07740124924161998,1.3503147919690535
penfe,56,0.07740124924161998,1.3503147919690535
aifné,56,0.07740124924161998,1.3503147919690535
monnoyes,56,0.09441616299176366,1.3266250587766137
aliment,56,0.09441616299176366,1.3266250587766137
quieft,55,0.09213594094938643,1.3503147919690532
eftla,55,0.09213594094938643,1.3503147919690532
perle,55,0.09213594094938643,1.3503147919690532
caufes,55,0.09213594094938643,1.3503147919690532
pl,55,0.09213594094938643,1.3503147919690532
ot,55,0.09213594094938643,1.3262020278267488
poffible,55,0.09213594094938643,1.3503147919690532
feulemét,55,0.09213594094938643,1.3503147919690532
deffus,55,0.09213594094938643,1.3503147919690532
augufte,55,0.09213594094938643,1.3503147919690532
repvblique,55,0.09213594094938643,1.3503147919690532
ariftocratie,55,0.09213594094938643,1.3503147919690532
region,54,0.08982571439831032,1.3503147919690532
pais,54,0.08982571439831032,1.3503147919690532
impoffible,54,0.08982571439831032,1.3503147919690532
pauure,54,0.08982571439831032,1.3503147919690532
mefpris,54,0.08982571439831032,1.3503147919690532
cust,54,0.08982571439831032,1.3503147919690532
eff,53,0.08748535982965984,1.3503147919690532
ftre,53,0.08748535982965984,1.3503147919690532
cognoiffance,53,0.08748535982965984,1.3503147919690532
contraint,53,0.08748535982965984,1.3503147919690532
nó,53,0.08748535982965984,1.3503147919690532
eftà,53,0.08748535982965984,1.3503147919690532
defia,53,0.08748535982965984,1.3503147919690532
eur,50,0.09898308872757096,1.3503147919690532
mafles,50,0.09898308872757096,1.3503147919690532
diuines,50,0.09898308872757096,1.3503147919690532
cant,50,0.09898308872757096,1.3503147919690532
gouuerneurs,50,0.09898308872757096,1.3503147919690532
toutainsi,50,0.09898308872757096,1.3503147919690532
ncantmoins,50,0.09898308872757096,1.3503147919690532
côme,50,0.09898308872757096,1.3503147919690532
uc,50,0.09898308872757096,1.3503147919690532
executer,50,0.09898308872757096,1.3503147919690532
pourles,49,0.09637393531527913,1.3503147919690532
creation,49,0.09637393531527913,1.3503147919690532
oril,49,0.09637393531527913,1.3503147919690532
philofophes,49,0.09637393531527913,1.3503147919690532
ch,49,0.09637393531527913,1.3503147919690532
empefche,49,0.09637393531527913,1.3503147919690532
ausi,49,0.09637393531527913,1.3503147919690532
droi,49,0.09637393531527913,1.3503147919690532
prifon,49,0.09637393531527913,1.3503147919690532
dcs,49,0.09637393531527913,1.3503147919690532
