token_,count,p-value,obs/exp
estar,35,0.00329928824046938,2.335381626222148
commiffion,35,0.0005440678927356549,2.86918314078721
emporte,35,0.008764576812449633,2.0494165291337216
ambaffadeur,35,0.0010436990803559866,2.6426686823040093
moindres,35,0.008764576812449633,2.0921127068240075
appeller,35,0.09625398361180992,1.4767854401110638
equité,35,0.0010436990803559866,2.714092160204118
monnoyes,35,0.029027238474850624,1.761779121536006
perpetuel,34,0.0027568215953523018,2.501339148378593
vaincu,34,0.00767155972826438,2.120700582320981
hormis,34,0.004698415116635088,2.268656436901515
cognoiflance,34,0.0027568215953523018,2.4388056696691285
contraints,34,0.0027568215953523018,2.4388056696691285
cruauté,34,0.004698415116635088,2.322672066351551
portant,34,0.012043942022940169,2.0323380580576074
fenateurs,34,0.0008204677858223185,2.8691831407872095
cen,34,0.09241642283533173,1.5008034890271562
cftats,34,0.0008204677858223185,2.8691831407872095
feruir,33,0.04917906174713019,1.6611060288768056
fugetion,33,0.0012290704378161617,2.86918314078721
henri,33,0.0066401070516390005,2.2543581820470937
douceur,33,0.0066401070516390005,2.1518873555904077
cuiure,33,0.010644846668296832,2.1040676365772875
planettes,33,0.003970348300697645,2.3670760911494484
geometrique,33,0.00226629255461411,2.4916590433152086
ruiner,32,0.009309993607726554,2.1352060582602492
appelloyent,32,0.0056744904200396445,2.239362451346115
neceflaire,32,0.0324496280891506,1.76565116356136
entretenir,32,0.045951457816137874,1.6693429182761947
diuifion,32,0.009309993607726554,2.1352060582602492
particulieres,32,0.0018283703590956139,2.6232531572911633
toutle,32,0.0056744904200396445,2.295346512629768
legitime,32,0.003303570165734847,2.4814556893294792
gaulois,32,0.0056744904200396445,2.3542015514151466
auoiét,32,0.0018283703590956139,2.6232531572911633
efgard,32,0.0018283703590956139,2.6232531572911633
iurifdiétion,32,0.0009566859280909857,2.86918314078721
oril,32,0.022188439754143544,1.873752255207974
prifon,32,0.022188439754143544,1.873752255207974
prifonnier,32,0.003303570165734847,2.5503850140330755
commiflaires,32,0.0018283703590956139,2.782238197126991
commis,32,0.022188439754143544,1.8362772101038145
deleur,32,0.0056744904200396445,2.295346512629768
feureté,32,0.003303570165734847,2.5503850140330755
poffible,31,0.05945374379302158,1.6171759520800637
ainsauffi,31,0.012945660592293741,2.0684808689396164
pourla,31,0.0027001014279049106,2.5412764961258145
ayans,31,0.08038228704927905,1.5604329362176053
pieces,31,0.012945660592293741,2.0214699401000797
entr,31,0.012945660592293741,2.0214699401000797
eftla,31,0.05945374379302158,1.6171759520800637
cobien,31,0.0027001014279049106,2.695293253466773
banni,31,0.0014432204861531232,2.86918314078721
solon,31,0.0047788447451170375,2.470685482344542
cognoiffance,31,0.012945660592293741,2.117730413438179
prerogatiue,31,0.0014432204861531232,2.86918314078721
ambaffadeurs,31,0.0027001014279049106,2.616019922482456
tailles,31,0.05945374379302158,1.6171759520800637
xxx,31,0.012945660592293741,2.0684808689396164
mandemens,31,0.008045524171776496,2.169382374741549
collegues,31,0.0014432204861531232,2.7795211676376095
meridional,31,0.0027001014279049106,2.5412764961258145
principale,30,0.03946541106549055,1.7215098844723262
côme,30,0.03946541106549055,1.7215098844723262
defenfe,30,0.003957046076884659,2.459299834960466
eftoiét,30,0.006857687573885299,2.3909859506560083
