token_,count,p-value,obs/exp
dormant,16,0.0006558504349962319,7.454544789494862
effe,16,0.0757835913871941,1.9878786105319628
vont,16,0.0757835913871941,2.0423410382177702
ts,16,0.04656127229727627,2.293706089075342
vnautre,16,0.005907107091276802,4.141413771941589
idolatrie,16,0.0006558504349962319,9.318180986868576
prophete,16,0.002211713249823047,5.963635831595888
entendu,16,0.04656127229727627,2.192513173380841
die,16,0.04656127229727627,2.192513173380841
laon,16,0.0006558504349962319,7.846889252099855
col,16,0.026233539067566296,2.710743559816313
lasorciere,16,0.0006558504349962319,9.318180986868576
punition,16,0.04656127229727627,2.293706089075342
parolles,16,0.0757835913871941,1.8872265289860406
homicide,16,0.0006558504349962319,8.282827543883178
malade,15,0.03916984253212615,2.3690290644581125
grec,15,0.020690169522941053,3.250528251233224
mou,15,0.020690169522941053,2.91193155839643
voile,15,0.03916984253212615,2.5883836074634936
chair,15,0.03916984253212615,2.4521528912812043
copulation,15,0.0011744998321397428,7.356458673843614
maling,15,0.0011744998321397428,8.73579467518929
foient,15,0.06689049281581283,2.2543986258553006
vfent,15,0.009602872699053322,3.8825754111952397
dic,15,0.06689049281581283,2.2543986258553006
prophetie,15,0.003767746817903997,5.375873646270333
eftle,15,0.06689049281581283,2.0256915188844733
prier,15,0.003767746817903997,5.375873646270333
ant,15,0.009602872699053322,3.583915764180222
cfté,15,0.020690169522941053,3.1766526091597416
quin,15,0.06689049281581283,2.0554811000445388
eftrange,15,0.03916984253212615,2.6879368231351664
merite,15,0.06689049281581283,2.0554811000445388
anneau,15,0.0011744998321397428,6.353305218319483
preftre,15,0.003767746817903997,4.991882671536737
illicites,15,0.003767746817903997,4.991882671536737
images,15,0.009602872699053322,3.777640940622396
cheual,15,0.03916984253212615,2.4959413357683684
cire,15,0.009602872699053322,3.678229336921807
bald,15,0.0011744998321397428,7.356458673843614
dedieu,14,0.0020898095128518888,8.696968921077337
oracles,14,0.0020898095128518888,6.522726690808004
pi,14,0.09461291775673893,2.1041053841316137
toit,14,0.09461291775673893,1.976583845699395
demeurent,14,0.09461291775673893,2.0707068859707944
fr,14,0.05765086760783786,2.249216100278622
merueilles,14,0.0020898095128518888,5.929751537098184
hiftoires,14,0.09461291775673893,2.0707068859707944
confeffion,14,0.0020898095128518888,9.318180986868576
temple,14,0.09461291775673893,2.038352090877501
pefte,14,0.006361254689148624,4.659090493434288
ed,14,0.03177837894795938,3.033826367817676
cat,14,0.09461291775673893,2.038352090877501
autheur,14,0.015438532237740525,3.261363345404002
fo,14,0.09461291775673893,1.976583845699395
lb,14,0.0020898095128518888,8.153408363510003
fortileges,14,0.0020898095128518888,8.696968921077337
rs,14,0.09461291775673893,1.976583845699395
village,14,0.006361254689148624,5.435605575673336
nd,14,0.015438532237740525,3.72727239474743
fel,14,0.09461291775673893,1.9184490267082361
accusé,14,0.006361254689148624,4.498432200557244
faifoyent,14,0.05765086760783786,2.1742422302693343
á,14,0.015438532237740525,3.62373705044889
dessorciers,14,0.0020898095128518888,9.318180986868576
reproche,14,0.015438532237740525,3.1818178979551237
dzmons,13,0.0009152480238682032,9.318180986868576
oi,13,0.08352501258823063,2.163149157665919
aquin,13,0.0036916747001376317,6.729797379405082
meímes,13,0.02451655693525193,2.954545190958329
notoire,13,0.02451655693525193,3.187798758665566
difons,13,0.08352501258823063,2.329545246717144
eff,13,0.08352501258823063,2.285591562816821
prefence,13,0.02451655693525193,3.187798758665566
cueur,13,0.02451655693525193,3.461038652265471
veillant,13,0.0036916747001376317,8.652596630663677
lt,13,0.02451655693525193,3.461038652265471
mourut,13,0.048119421149505716,2.523674017276906
