document,term,tfidf
Théatre V_corrected,orbe,0.0901782014120913
Théatre V_corrected,fphere,0.08711211078041674
Théatre V_corrected,cieux,0.08399948454373457
Théatre V_corrected,monde,0.08148386961596386
Théatre V_corrected,quand,0.08147918754846431
Théatre V_corrected,corps,0.0792158767832292
Théatre V_corrected,partie,0.07901466144578313
Théatre V_corrected,fept,0.07890677377245792
Théatre V_corrected,ombre,0.07467197309346027
Théatre V_corrected,foit,0.07242594448752383
Théatre V_corrected,quarante,0.07107648692162155
Théatre V_corrected,choses,0.0709175675398609
Théatre V_corrected,cinq,0.06965015779754063
Théatre V_corrected,dieu,0.06789932295705359
Théatre summary_corrected,nature,0.24126803791992835
Théatre summary_corrected,hypostase,0.17881900394572242
Théatre summary_corrected,causes,0.16712404871242906
Théatre summary_corrected,choses,0.16304481337045212
Théatre summary_corrected,hystoire,0.15802480140062786
Théatre summary_corrected,preceder,0.13434244884527088
Théatre summary_corrected,mouvement,0.1130204163674174
Théatre summary_corrected,ordre,0.10869654224696806
Théatre summary_corrected,generation,0.10698714118612805
Théatre summary_corrected,foit,0.10407042827848774
Théatre summary_corrected,physicien,0.09858291051011377
Théatre summary_corrected,doctrine,0.09537581870970178
Théatre summary_corrected,matiere,0.09510947446609706
Théatre summary_corrected,plantes,0.09041633309393392
Théatre summary_corrected,contraintes,0.08956163256351392
Théatre summary_corrected,expliquez,0.08956163256351392
Théatre summary_corrected,monceau,0.08956163256351392
Théatre summary_corrected,doétrine,0.0854516068467424
Théatre summary_corrected,chose,0.08515342514820999
Théatre summary_corrected,elements,0.08024035588959604
Théatre summary_corrected,queftions,0.08024035588959604
Théatre summary_corrected,dixicíme,0.07901240070031393
Théatre summary_corrected,faciles,0.07901240070031393
Théatre summary_corrected,qvi,0.07152760157828897
Théatre summary_corrected,forme,0.07096118762350834
Théatre summary_corrected,faut,0.06793533890435503
Théatre summary_corrected,principe,0.06781224982045043
Théatre summary_corrected,defpouillée,0.06572194034007585
Théatre summary_corrected,expliquer,0.06572194034007585
Théatre summary_corrected,propofez,0.06572194034007585
